time,count_rate,counts,count_error,ultrasoft_count_rate,soft_count_rate,medium_count_rate,hard_count_rate,ultrasoft_counts,soft_counts,medium_counts,hard_counts,exposure,area
463862745.34284997,0.01862932827912,7,0.00704122424553,0.0,0.0,0.00798399783391,0.01064533044521,0,0,3,4,375.751604949,21.0
463863244.76821005,0.02028809088967,10,0.00641565765879,0.0,0.0,0.00811523635587,0.0121728545338,0,0,4,6,492.9000000237,21.0
463863744.19357,0.01825928180071,9,0.0060864272669,0.0,0.00202880908897,0.00405761817793,0.0121728545338,0,1,2,6,492.9000000237,21.0
463864243.61893,0.0060864272669,3,0.00351400042095,0.0,0.00202880908897,0.00202880908897,0.00202880908897,0,1,1,1,492.9000000237,21.0
463864743.04429007,0.01825928180071,9,0.0060864272669,0.0,0.0,0.00811523635587,0.01014404544484,0,0,4,5,492.9000000237,21.0
463865242.46965003,0.02637451815658,13,0.0073149751984,0.0,0.00202880908897,0.00405761817793,0.02028809088967,0,1,2,10,492.9000000237,21.0
463865741.89501,0.02028809088967,10,0.00641565765879,0.0,0.00202880908897,0.00811523635587,0.01014404544484,0,1,4,5,492.9000000237,21.0
463866241.32036996,0.02434570906761,12,0.0070280008419,0.0,0.0,0.01623047271174,0.00811523635587,0,0,8,4,492.9000000237,21.0
463866740.74573004,0.03043213633451,15,0.0078575438142,0.0,0.00202880908897,0.01420166362277,0.01420166362277,0,1,7,7,492.9000000237,21.0
463867240.17109,0.03246094542348,16,0.00811523635587,0.0,0.01014404544484,0.01420166362277,0.00811523635587,0,5,7,4,492.9000000237,21.0
463867739.59645,0.01014404544484,5,0.0045365550363,0.0,0.00202880908897,0.00405761817793,0.00405761817793,0,1,2,2,492.9000000237,21.0
463868239.02181005,0.02028809088967,10,0.00641565765879,0.0,0.00202880908897,0.00811523635587,0.01014404544484,0,1,4,5,492.9000000237,21.0
463868738.44717,0.02028809088967,10,0.00641565765879,0.0,0.00405761817793,0.0,0.01623047271174,0,2,0,8,492.9000000237,21.0
463869237.87253,0.01825928180071,9,0.0060864272669,0.0,0.0,0.00202880908897,0.01623047271174,0,0,1,8,492.9000000237,21.0
463869737.29789007,0.02028809088967,10,0.00641565765879,0.0,0.00202880908897,0.00202880908897,0.01623047271174,0,1,1,8,492.9000000237,21.0
463870236.72325003,0.02434570906761,12,0.0070280008419,0.0,0.00202880908897,0.0060864272669,0.01623047271174,0,1,3,8,492.9000000237,21.0
463870736.14861,0.02028809088967,10,0.00641565765879,0.0,0.00202880908897,0.00202880908897,0.01623047271174,0,1,1,8,492.9000000237,21.0
463871235.57396996,0.01420166362277,7,0.00536772430704,0.00202880908897,0.0,0.0060864272669,0.0060864272669,1,0,3,3,492.9000000237,21.0
463871734.99933004,0.0121728545338,6,0.00496954705349,0.0,0.0,0.0060864272669,0.0060864272669,0,0,3,3,492.9000000237,21.0
463872234.42469,0.02434570906761,12,0.0070280008419,0.0,0.00405761817793,0.01014404544484,0.01014404544484,0,2,5,5,492.9000000237,21.0
463872733.85005,0.02840332724554,14,0.00759110851409,0.0,0.00202880908897,0.01014404544484,0.01623047271174,0,1,5,8,492.9000000237,21.0
463873233.27541006,0.0121728545338,6,0.00496954705349,0.0,0.0,0.00811523635587,0.00405761817793,0,0,4,2,492.9000000237,21.0
463873732.70077,0.01623047271174,8,0.00573833865817,0.0,0.0,0.01014404544484,0.0060864272669,0,0,5,3,492.9000000237,21.0
463874232.12613,0.01420166362277,7,0.00536772430704,0.0,0.0,0.01014404544484,0.00405761817793,0,0,5,2,492.9000000237,21.0
463874731.55149007,0.0121728545338,6,0.00496954705349,0.0,0.00202880908897,0.00405761817793,0.0060864272669,0,1,2,3,492.9000000237,21.0
463875230.97685003,0.0121728545338,6,0.00496954705349,0.0,0.0,0.0060864272669,0.0060864272669,0,0,3,3,492.9000000237,21.0
