time,count_rate,counts,count_error,ultrasoft_count_rate,soft_count_rate,medium_count_rate,hard_count_rate,ultrasoft_counts,soft_counts,medium_counts,hard_counts,exposure,area
109709982.41257,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,93.0469914672,32.1875
109710481.53272998,0.01623376623381,8,0.00573950309406,0.0,0.00811688311691,0.00608766233768,0.00202922077923,0,4,3,1,492.7999999986,32.1875
109710980.65289,0.01420454545459,7,0.00536881353708,0.0,0.00405844155845,0.00405844155845,0.00608766233768,0,2,2,3,492.7999999986,32.1875
109711479.77304998,0.01217532467536,6,0.00497055548456,0.0,0.00608766233768,0.00405844155845,0.00202922077923,0,3,2,1,492.7999999986,32.1875
109711978.89321,0.02232142857149,11,0.00673016394149,0.0,0.00811688311691,0.00608766233768,0.00811688311691,0,4,3,4,492.7999999986,32.1875
109712478.01337,0.01217532467536,6,0.00497055548456,0.0,0.00202922077923,0.00608766233768,0.00405844155845,0,1,3,2,492.7999999986,32.1875
109712977.13352999,0.01826298701304,9,0.00608766233768,0.0,0.01217532467536,0.00405844155845,0.00202922077923,0,6,2,1,492.7999999986,32.1875
109713476.25369,0.01217532467536,6,0.00497055548456,0.0,0.00608766233768,0.00405844155845,0.00202922077923,0,3,2,1,492.7999999986,32.1875
109713975.37384999,0.0304383116884,15,0.00785913828372,0.00202922077923,0.01014610389613,0.00811688311691,0.01014610389613,1,5,4,5,492.7999999986,32.1875
109714474.49401,0.01826298701304,9,0.00608766233768,0.0,0.01014610389613,0.00608766233768,0.00202922077923,0,5,3,1,492.7999999986,32.1875
109714973.61416999,0.02232142857149,11,0.00673016394149,0.0,0.00811688311691,0.00811688311691,0.00608766233768,0,4,4,3,492.7999999986,32.1875
109715472.73433,0.00811688311691,4,0.00405844155845,0.0,0.0,0.00405844155845,0.00405844155845,0,0,2,2,492.7999999986,32.1875
109715971.85448998,0.01014610389613,5,0.00453747560371,0.0,0.00202922077923,0.00202922077923,0.00608766233768,0,1,1,3,492.7999999986,32.1875
109716470.97465,0.01014610389613,5,0.00453747560371,0.0,0.00405844155845,0.00405844155845,0.00202922077923,0,2,2,1,492.7999999986,32.1875
109716970.09480998,0.02232142857149,11,0.00673016394149,0.0,0.01014610389613,0.00811688311691,0.00405844155845,0,5,4,2,492.7999999986,32.1875
109717469.21497,0.01826298701304,9,0.00608766233768,0.00202922077923,0.00608766233768,0.00811688311691,0.00202922077923,1,3,4,1,492.7999999986,32.1875
109717968.33513,0.01623376623381,8,0.00573950309406,0.0,0.01014610389613,0.00202922077923,0.00405844155845,0,5,1,2,492.7999999986,32.1875
109718467.45528999,0.01623376623381,8,0.00573950309406,0.0,0.00811688311691,0.0,0.00811688311691,0,4,0,4,492.7999999986,32.1875
109718966.57545,0.00811688311691,4,0.00405844155845,0.0,0.00202922077923,0.00202922077923,0.00405844155845,0,1,1,2,492.7999999986,32.1875
109719465.69560999,0.00811688311691,4,0.00405844155845,0.0,0.00405844155845,0.00405844155845,0.0,0,2,2,0,492.7999999986,32.1875
109719964.81577,0.01014610389613,5,0.00453747560371,0.0,0.00202922077923,0.00202922077923,0.00608766233768,0,1,1,3,492.7999999986,32.1875
109720463.93592998,0.02029220779227,10,0.0064169595377,0.0,0.00405844155845,0.00405844155845,0.01217532467536,0,2,2,6,492.7999999986,32.1875
109720963.05609,0.00811688311691,4,0.00405844155845,0.0,0.00202922077923,0.00608766233768,0.0,0,1,3,0,492.7999999986,32.1875
109721462.17624998,0.01623376623381,8,0.00573950309406,0.0,0.01420454545459,0.00202922077923,0.0,0,7,1,0,492.7999999986,32.1875
109721961.29641,0.01623376623381,8,0.00573950309406,0.0,0.00811688311691,0.00405844155845,0.00405844155845,0,4,2,2,492.7999999986,32.1875
109722460.41657001,0.01623376623381,8,0.00573950309406,0.0,0.00811688311691,0.00405844155845,0.00405844155845,0,4,2,2,492.7999999986,32.1875
109722959.53672999,0.01014610389613,5,0.00453747560371,0.00202922077923,0.00405844155845,0.00202922077923,0.00202922077923,1,2,1,1,492.7999999986,32.1875
109723458.65689,0.01420454545459,7,0.00536881353708,0.0,0.00405844155845,0.00405844155845,0.00608766233768,0,2,2,3,492.7999999986,32.1875
109723957.77704999,0.01623376623381,8,0.00573950309406,0.0,0.00608766233768,0.00811688311691,0.00202922077923,0,3,4,1,492.7999999986,32.1875
109724456.89721,0.01420454545459,7,0.00536881353708,0.0,0.00405844155845,0.00405844155845,0.00608766233768,0,2,2,3,492.7999999986,32.1875
109724956.01736999,0.01420454545459,7,0.00536881353708,0.0,0.00608766233768,0.00405844155845,0.00405844155845,0,3,2,2,492.7999999986,32.1875
109725455.13753,0.00608766233768,3,0.0035147134894,0.0,0.00405844155845,0.0,0.00202922077923,0,2,0,1,492.7999999986,32.1875
109725954.25768998,0.00811688311691,4,0.00405844155845,0.0,0.00405844155845,0.00202922077923,0.00202922077923,0,2,1,1,492.7999999986,32.1875
109726453.37785,0.02029220779227,10,0.0064169595377,0.0,0.00608766233768,0.00811688311691,0.00608766233768,0,3,4,3,492.7999999986,32.1875
109726952.49800998,0.01217532467536,6,0.00497055548456,0.0,0.00405844155845,0.00608766233768,0.00202922077923,0,2,3,1,492.7999999986,32.1875
109727451.61817,0.00811688311691,4,0.00405844155845,0.0,0.00405844155845,0.00202922077923,0.00202922077923,0,2,1,1,492.7999999986,32.1875
109727950.73833,0.01014610389613,5,0.00453747560371,0.0,0.00608766233768,0.0,0.00405844155845,0,3,0,2,492.7999999986,32.1875
109728449.85848999,0.02232142857149,11,0.00673016394149,0.0,0.00811688311691,0.00811688311691,0.00608766233768,0,4,4,3,492.7999999986,32.1875
109728948.97865,0.02232142857149,11,0.00673016394149,0.0,0.01014610389613,0.00811688311691,0.00405844155845,0,5,4,2,492.7999999986,32.1875
109729448.09880999,0.01420454545459,7,0.00536881353708,0.0,0.00608766233768,0.00405844155845,0.00405844155845,0,3,2,2,492.7999999986,32.1875
109729947.21897,0.01217532467536,6,0.00497055548456,0.0,0.00405844155845,0.00202922077923,0.00608766233768,0,2,1,3,492.7999999986,32.1875
109730446.33912998,0.02232142857149,11,0.00673016394149,0.0,0.01217532467536,0.00608766233768,0.00405844155845,0,6,3,2,492.7999999986,32.1875
109730945.45929,0.00811688311691,4,0.00405844155845,0.0,0.00202922077923,0.00405844155845,0.00202922077923,0,1,2,1,492.7999999986,32.1875
109731444.57944998,0.01420454545459,7,0.00536881353708,0.0,0.00608766233768,0.00405844155845,0.00405844155845,0,3,2,2,492.7999999986,32.1875
109731943.69961,0.01826298701304,9,0.00608766233768,0.0,0.00405844155845,0.01014610389613,0.00405844155845,0,2,5,2,492.7999999986,32.1875
109732442.81977001,0.02840909090917,14,0.00759264891799,0.00202922077923,0.01420454545459,0.0,0.01217532467536,1,7,0,6,492.7999999986,32.1875
109732941.93992999,0.01429738332173,7,0.00540390295261,0.0,0.01021241665838,0.00408496666335,0.0,0,5,2,0,489.6000787335,32.1875
109733441.06009,0.00811688311691,4,0.00405844155845,0.0,0.00202922077923,0.00202922077923,0.00405844155845,0,1,1,2,492.7999999986,32.1875
109733940.18024999,0.00811688311691,4,0.00405844155845,0.0,0.00202922077923,0.00202922077923,0.00405844155845,0,1,1,2,492.7999999986,32.1875
109734439.30041,0.02029220779227,10,0.0064169595377,0.0,0.00608766233768,0.00608766233768,0.00811688311691,0,3,3,4,492.7999999986,32.1875
109734938.42056999,0.01014610389613,5,0.00453747560371,0.0,0.00202922077923,0.00608766233768,0.00202922077923,0,1,3,1,492.7999999986,32.1875
109735437.54073,0.01623376623381,8,0.00573950309406,0.0,0.00811688311691,0.00608766233768,0.00202922077923,0,4,3,1,492.7999999986,32.1875
109735936.66088998,0.00608766233768,3,0.0035147134894,0.0,0.0,0.00405844155845,0.00202922077923,0,0,2,1,492.7999999986,32.1875
109736435.78105,0.01420454545459,7,0.00536881353708,0.0,0.00405844155845,0.00405844155845,0.00608766233768,0,2,2,3,492.7999999986,32.1875
109736934.90120998,0.01826298701304,9,0.00608766233768,0.00202922077923,0.00608766233768,0.00405844155845,0.00608766233768,1,3,2,3,492.7999999986,32.1875
109737434.02137,0.02801184784811,3,0.01617264789561,0.0,0.01867456523208,0.00933728261604,0.0,0,2,1,0,107.0975401647,32.1875
