time,count_rate,counts,count_error,ultrasoft_count_rate,soft_count_rate,medium_count_rate,hard_count_rate,ultrasoft_counts,soft_counts,medium_counts,hard_counts,exposure,area
464434950.08601,0.02054707213966,6,0.00838830707505,0.0,0.00684902404655,0.0136980480931,0.0,0,2,4,0,292.0124073746,65.8125
464435449.51137006,0.00405761817793,2,0.00286916932908,0.0,0.00202880908897,0.0,0.00202880908897,0,1,0,1,492.9000000237,65.8125
464435948.93673,0.02637451815658,13,0.0073149751984,0.0,0.00202880908897,0.01420166362277,0.01014404544484,0,1,7,5,492.9000000237,65.8125
464436448.36209,0.01623047271174,8,0.00573833865817,0.0,0.00405761817793,0.01014404544484,0.00202880908897,0,2,5,1,492.9000000237,65.8125
464436947.7874501,0.02231689997864,11,0.00672879851937,0.0,0.00811523635587,0.01014404544484,0.00405761817793,0,4,5,2,492.9000000237,65.8125
464437447.21281004,0.01825928180071,9,0.0060864272669,0.0,0.0060864272669,0.0060864272669,0.0060864272669,0,3,3,3,492.9000000237,65.8125
464437946.63817,0.01420166362277,7,0.00536772430704,0.00202880908897,0.00202880908897,0.0,0.01014404544484,1,1,0,5,492.9000000237,65.8125
464438446.06352997,0.02028809088967,10,0.00641565765879,0.0,0.0060864272669,0.00811523635587,0.0060864272669,0,3,4,3,492.9000000237,65.8125
464438945.48889005,0.01014404544484,5,0.0045365550363,0.0,0.00405761817793,0.00405761817793,0.00202880908897,0,2,2,1,492.9000000237,65.8125
464439444.91425,0.01420166362277,7,0.00536772430704,0.0,0.0,0.01014404544484,0.00405761817793,0,0,5,2,492.9000000237,65.8125
464439944.33961,0.00811523635587,4,0.00405761817793,0.0,0.0,0.00405761817793,0.00405761817793,0,0,2,2,492.9000000237,65.8125
464440443.76497006,0.0121728545338,6,0.00496954705349,0.0,0.0060864272669,0.00405761817793,0.00202880908897,0,3,2,1,492.9000000237,65.8125
464440943.19033,0.0121728545338,6,0.00496954705349,0.0,0.00405761817793,0.0,0.00811523635587,0,2,0,4,492.9000000237,65.8125
464441442.61569,0.01014404544484,5,0.0045365550363,0.0,0.00202880908897,0.00202880908897,0.0060864272669,0,1,1,3,492.9000000237,65.8125
464441942.0410501,0.01014404544484,5,0.0045365550363,0.0,0.00202880908897,0.00405761817793,0.00405761817793,0,1,2,2,492.9000000237,65.8125
464442441.46641004,0.00811523635587,4,0.00405761817793,0.0,0.00202880908897,0.00405761817793,0.00202880908897,0,1,2,1,492.9000000237,65.8125
